"StepId","RecordingId","ProcessId","TimeStamp","DurationSec","StepName","StepDescription","ApplicationProcessName","ApplicationParentWindowName","AutomationStep","NextStepId","label_EventName","label_EventId","Process_Name","Connectors"
11,"Recording_130","Process_41","2022-02-17T10:53:42",3,"Click UI element in window","Edit 'TextBox' in Window 'PDF  ...  RTF, XPS, Images'","CoollePDFConverter","PDF Converter Pro: OCR, PDF to Word, Spreedsheet, HTML, Text, RTF, XPS, Images","[""UIAutomation.Click Element: appmask['Window \\'PDF  ...  RTF, XPS, Images\\'']['Edit \\'TextBox\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -20 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",13,"Store the PDF format to word document","Event_592","conversionservice/wordonlinebusiness","Conversionservice"
12,"Recording_130","Process_41","2022-02-17T10:53:45",3,"Set drop-down list value in window","Combo Box 'ComboBox' in Window 'PDF  ...  RTF, XPS, Images'","CoollePDFConverter","PDF Converter Pro: OCR, PDF to Word, Spreedsheet, HTML, Text, RTF, XPS, Images","[""UIAutomation.SetDropDownListValueInWindow.SetDropDownListValueByName DropDownList: appmask['Window \\'PDF  ...  RTF, XPS, Images\\'']['Combo Box \\'ComboBox\\''] OptionsNames: 'CoollePDFConverter.Model.Genre'\n""]",14,"Store the PDF format to word document","Event_592","conversionservice/wordonlinebusiness","Conversionservice"
13,"Recording_130","Process_41","2022-02-17T10:53:48",6,"Press button in window","Button 'Button' 2 in Window 'PDF  ...  RTF, XPS, Images'","CoollePDFConverter","PDF Converter Pro: OCR, PDF to Word, Spreedsheet, HTML, Text, RTF, XPS, Images","[""UIAutomation.PressButton Button: appmask['Window \\'PDF  ...  RTF, XPS, Images\\'']['Button \\'Button\\' 2']\n""]",15,"Store the PDF format to word document","Event_592","conversionservice/wordonlinebusiness","Conversionservice"
14,"Recording_130","Process_41","2022-02-17T10:53:54",7,"Click UI element in window","UIAutomation.ClickElement:appmask['Window \'01_January\'22\'']['Edit \'Name\'']ClickType:UIAutomation.ClickType.LeftClickOffsetX:70OffsetY:-2MousePositionRelativeToElement:UIAutomation.RectangleEdgePoint.MiddleLeft","","","[""UIAutomation.Click Element: appmask['Window \\'01_January\\'22\\'']['Edit \\'Name\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 70 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",16,"Store the PDF format to word document","Event_592","conversionservice/wordonlinebusiness","Conversionservice"
15,"Recording_130","Process_41","2022-02-17T10:54:01",4,"Select menu option in window","Google Chrome - 2 running windows in Quick Launch Bar","","","[""UIAutomation.SelectMenuOption Control: appmask['Quick Launch Bar']['Google Chrome - 2 running windows']\n""]",17," Go to cloud storage","Event_593","conversionservice/wordonlinebusiness","wordonlinebusiness"
16,"Recording_130","Process_41","2022-02-17T10:54:05",3,"Click UI element in window","List Item 'New Tab - Google Chrome' in List 'Task Switcher'","","Task Switcher","[""UIAutomation.Click Element: appmask['List \\'Task Switcher\\'']['List Item \\'New Tab - Google Chrome\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 44 OffsetY: 13 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]",18," Go to cloud storage","Event_593","conversionservice/wordonlinebusiness","wordonlinebusiness"
17,"Recording_130","Process_41","2022-02-17T10:54:08",3,"Press button in window","Button 'SharePoint' in Pane 'New Tab - Google Chrome - Name'","chrome","New Tab - Google Chrome - Name","[""UIAutomation.PressButton Button: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Button \\'SharePoint\\'']\n""]",19," Go to cloud storage","Event_593","conversionservice/wordonlinebusiness","wordonlinebusiness"
18,"Recording_130","Process_41","2022-02-17T10:54:11",4,"Click UI element in window","Hyperlink 'Project RoadMap' in Pane 'New Tab - Google Chrome - Name'","chrome","New Tab - Google Chrome - Name","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Hyperlink \\'Project RoadMap\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 92 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",20," Go to cloud storage","Event_593","conversionservice/wordonlinebusiness","wordonlinebusiness"
19,"Recording_130","Process_41","2022-02-17T10:54:15",4,"Click UI element in window","Hyperlink 'Documents' in Pane 'New Tab - Google Chrome - Name'","chrome","New Tab - Google Chrome - Name","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Hyperlink \\'Documents\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -38 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",21," Go to cloud storage","Event_593","conversionservice/wordonlinebusiness","wordonlinebusiness"
20,"Recording_130","Process_41","2022-02-17T10:54:19",2,"Select menu option in window","Menu Item 'Upload' in Pane 'New Tab - Google Chrome - Name'","chrome","New Tab - Google Chrome - Name","[""UIAutomation.SelectMenuOption Control: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Menu Item \\'Upload\\'']\n""]",22,"Upload the word document file and modify it","Event_594","conversionservice/wordonlinebusiness","wordonlinebusiness"
21,"Recording_130","Process_41","2022-02-17T10:54:21",4,"Click UI element in window","Group in Pane 'New Tab - Google Chrome - Name'","chrome","New Tab - Google Chrome - Name","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Group'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 13 OffsetY: 18 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]",23,"Upload the word document file and modify it","Event_594","conversionservice/wordonlinebusiness","wordonlinebusiness"
22,"Recording_130","Process_41","2022-02-17T10:54:25",11,"Click UI element in window","Edit 'Name' in Pane 'New Tab - Google Chrome - Name'","chrome","New Tab - Google Chrome - Name","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Edit \\'Name\\''] ClickType: UIAutomation.ClickType.DoubleClick OffsetX: 35 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",24,"Upload the word document file and modify it","Event_594","conversionservice/wordonlinebusiness","wordonlinebusiness"
23,"Recording_130","Process_41","2022-02-17T10:54:36",2,"Click UI element in window","Data Item 'New  ...  people Show actions' in Pane 'New Tab - Google Chrome - Name'","chrome","New Tab - Google Chrome - Name","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Data Item \\'New  ...  people Show actions\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 12 OffsetY: -7 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]",25,"Upload the word document file and modify it","Event_594","conversionservice/wordonlinebusiness","wordonlinebusiness"
24,"Recording_130","Process_41","2022-02-17T10:54:38",4,"Click UI element in window","Hyperlink 'Covid-19 guideline-20220217151803.docx' in Pane 'New Tab - Google Chrome - Name'","chrome","New Tab - Google Chrome - Name","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Hyperlink \\'Covid-19 guideline-20220217151803.docx\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 3 OffsetY: -5 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]",26,"Upload the word document file and modify it","Event_594","conversionservice/wordonlinebusiness","wordonlinebusiness"
25,"Recording_130","Process_41","2022-02-17T10:54:42",5,"Click UI element in window","Document 'Chrome Legacy Window' in Pane 'New Tab - Google Chrome - Name'","chrome","New Tab - Google Chrome - Name","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Document \\'Chrome Legacy Window\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 60 OffsetY: -164 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomCenter\n""]",27,"Upload the word document file and modify it","Event_594","conversionservice/wordonlinebusiness","wordonlinebusiness"
26,"Recording_130","Process_41","2022-02-17T10:54:47",2,"Click UI element in window","Group 2 in Pane 'New Tab - Google Chrome - Name'","chrome","New Tab - Google Chrome - Name","[""UIAutomation.Click Element: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Group 2'] ClickType: UIAutomation.ClickType.LeftClick\n""]",28,"Upload the word document file and modify it","Event_594","conversionservice/wordonlinebusiness","wordonlinebusiness"
27,"Recording_130","Process_41","2022-02-17T10:54:49",27,"Send keys","TextToSend:'{Return}{Return}{LShiftKey}(N)w{Back}eed to sit two people only on single table{Return}'","","","['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}{Return}{LShiftKey}(N)w{Back}eed{Space}to{Space}sit{Space}two{Space}people{Space}only{Space}on{Space}single{Space}table{Return}'\n""]",29,"Upload the word document file and modify it","Event_594","conversionservice/wordonlinebusiness","wordonlinebusiness"
28,"Recording_130","Process_41","2022-02-17T10:55:16",NA,"Select tab in window","Tab Item 'Covid-19 guideline-20220217151803.docx' in Pane 'New Tab - Google Chrome - Name'","chrome","New Tab - Google Chrome - Name","[""UIAutomation.SelectTab Tab: appmask['Pane \\'New Tab - Google Chrome - Name\\'']['Tab Item \\'Covid-19 guideline-20220217151803.docx\\'']\n"", '# End of autogenerated actions using the desktop recorder\n']",NA,"Upload the word document file and modify it","Event_594","conversionservice/wordonlinebusiness","wordonlinebusiness"
