"StepId","RecordingId","ProcessId","TimeStamp","DurationSec","StepName","StepDescription","ApplicationProcessName","ApplicationParentWindowName","AutomationStep","NextStepId","label_EventName","label_EventId","Process_Name","Connectors"
10,"Recording_57","Process_23",1646018285,"6","Press button in window","UIAutomation.PressButtonButton:appmask['Window \'Import Flat File \'sqlpowerbi\'\'']['Button \'Browse Button\'']","","","[""UIAutomation.PressButton Button: appmask['Window \\'Import Flat File \\'sqlpowerbi\\'\\'']['Button \\'Browse Button\\'']\n""]","12","Import the csv file in database","Event_286","sql/powerbi",""
11,"Recording_57","Process_23",1646018291,"4","Click UI element in window","UIAutomation.ClickElement:appmask['Window \'Import Flat File \'sqlpowerbi\'\'']['Edit \'Name\'']ClickType:UIAutomation.ClickType.LeftClickOffsetX:42OffsetY:-1MousePositionRelativeToElement:UIAutomation.RectangleEdgePoint.MiddleLeft","","","[""UIAutomation.Click Element: appmask['Window \\'Import Flat File \\'sqlpowerbi\\'\\'']['Edit \\'Name\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 42 OffsetY: -1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]","13","Import the csv file in database","Event_286","sql/powerbi",""
12,"Recording_57","Process_23",1646018295,"6","Press button in window","UIAutomation.PressButtonButton:appmask['Window \'Import Flat File \'sqlpowerbi\'\'']['Button \'Open\'']","","","[""UIAutomation.PressButton Button: appmask['Window \\'Import Flat File \\'sqlpowerbi\\'\\'']['Button \\'Open\\'']\n""]","14","Import the csv file in database","Event_286","sql/powerbi",""
13,"Recording_57","Process_23",1646018301,"8","Press button in window","UIAutomation.PressButtonButton:appmask['Window \'Import Flat File \'sqlpowerbi\'\'']['Button \'Next >\'']","","","[""UIAutomation.PressButton Button: appmask['Window \\'Import Flat File \\'sqlpowerbi\\'\\'']['Button \\'Next >\\'']\n""]","15","Import the csv file in database","Event_286","sql/powerbi",""
14,"Recording_57","Process_23",1646018309,"7","Press button in window","UIAutomation.PressButtonButton:appmask['Window \'Import Flat File \'sqlpowerbi\'\'']['Button \'Next >\'']","","","[""UIAutomation.PressButton Button: appmask['Window \\'Import Flat File \\'sqlpowerbi\\'\\'']['Button \\'Next >\\'']\n""]","16","Import the csv file in database","Event_286","sql/powerbi",""
15,"Recording_57","Process_23",1646018316,"4","Press button in window","UIAutomation.PressButtonButton:appmask['Window \'Import Flat File \'sqlpowerbi\'\'']['Button \'Next >\'']","","","[""UIAutomation.PressButton Button: appmask['Window \\'Import Flat File \\'sqlpowerbi\\'\\'']['Button \\'Next >\\'']\n""]","17","Import the csv file in database","Event_286","sql/powerbi",""
16,"Recording_57","Process_23",1646018320,"12","Press button in window","UIAutomation.PressButtonButton:appmask['Window \'Import Flat File \'sqlpowerbi\'\'']['Button \'Finish\'']","","","[""UIAutomation.PressButton Button: appmask['Window \\'Import Flat File \\'sqlpowerbi\\'\\'']['Button \\'Finish\\'']\n""]","18","Import the csv file in database","Event_286","sql/powerbi",""
17,"Recording_57","Process_23",1646018332,"6","Press button in window","UIAutomation.PressButtonButton:appmask['Window \'Import Flat File \'sqlpowerbi\'\'']['Button \'Close\'']","","","[""UIAutomation.PressButton Button: appmask['Window \\'Import Flat File \\'sqlpowerbi\\'\\'']['Button \\'Close\\'']\n""]","19","Import the csv file in database","Event_286","sql/powerbi",""
18,"Recording_57","Process_23",1646018338,"6","Click UI element in window","Tree Item 'sqlpowerbi' in Window 'Microsoft SQL Server Management Studio'","Ssms","Microsoft SQL Server Management Studio","[""UIAutomation.Click Element: appmask['Window \\'Microsoft SQL Server Management Studio\\'']['Tree Item \\'sqlpowerbi\\''] ClickType: UIAutomation.ClickType.RightClick OffsetX: -5 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]","20","Import the csv file in database","Event_286","sql/powerbi",""
19,"Recording_57","Process_23",1646018344,"7","Click UI element in window","Tool Bar 'Context Menu' in Window 'Microsoft SQL Server Management Studio'","Ssms","Microsoft SQL Server Management Studio","[""UIAutomation.Click Element: appmask['Window \\'Microsoft SQL Server Management Studio\\'']['Tool Bar \\'Context Menu\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -15 OffsetY: -33 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomCenter\n""]","21","Import the csv file in database","Event_286","sql/powerbi",""
20,"Recording_57","Process_23",1646018351,"8","Click UI element in window","Tree Item 'sqlpowerbi' in Window 'Microsoft SQL Server Management Studio'","Ssms","Microsoft SQL Server Management Studio","[""UIAutomation.Click Element: appmask['Window \\'Microsoft SQL Server Management Studio\\'']['Tree Item \\'sqlpowerbi\\''] ClickType: UIAutomation.ClickType.LeftClick\n""]","22","Import the csv file in database","Event_286","sql/powerbi",""
21,"Recording_57","Process_23",1646018359,"17","Click UI element in window","Tree Item 'Tables' in Window 'Microsoft SQL Server Management Studio'","Ssms","Microsoft SQL Server Management Studio","[""UIAutomation.Click Element: appmask['Window \\'Microsoft SQL Server Management Studio\\'']['Tree Item \\'Tables\\''] ClickType: UIAutomation.ClickType.LeftClick\n""]","23","Import the csv file in database","Event_286","sql/powerbi",""
22,"Recording_57","Process_23",1646018376,"7","Click UI element in window","Tree Item 'dbo.V1_Sales data_xls' in Window 'Microsoft SQL Server Management Studio'","Ssms","Microsoft SQL Server Management Studio","[""UIAutomation.Click Element: appmask['Window \\'Microsoft SQL Server Management Studio\\'']['Tree Item \\'dbo.V1_Sales data_xls\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -16 OffsetY: 1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]","24","Import the csv file in database","Event_286","sql/powerbi",""
23,"Recording_57","Process_23",1646018383,"5","Select menu option in window","Microsoft Edge (2) - 2 running windows in Quick Launch Bar","","","[""UIAutomation.SelectMenuOption Control: appmask['Quick Launch Bar']['Microsoft Edge (2) - 2 running windows']\n""]","25","Go to the analytic tool","Event_287","sql/powerbi",""
24,"Recording_57","Process_23",1646018388,"3","Click UI element in window","List Item 'Process  ...  - Microsoft​ Edge' in List 'Task Switcher'","","Task Switcher","[""UIAutomation.Click Element: appmask['List \\'Task Switcher\\'']['List Item \\'Process  ...  - Microsoft\u200b Edge\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -60 OffsetY: 24 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]","26","Go to the analytic tool","Event_287","sql/powerbi",""
25,"Recording_57","Process_23",1646018391,"5","Press button in window","Button 'New Tab' in Window 'Process  ...  - Microsoft​ Edge'","msedge","Process advisor | Power Automate - Personal - Microsoft​ Edge","[""UIAutomation.PressButton Button: appmask['Window \\'Process  ...  - Microsoft\u200b Edge\\'']['Button \\'New Tab\\'']\n""]","27","Go to the analytic tool","Event_287","sql/powerbi",""
26,"Recording_57","Process_23",1646018396,"9","Click UI element in window","Hyperlink 'Home -  ... Surname/home' in Window 'New tab and  ...  - Microsoft​ Edge'","msedge","New tab and 1 more page - Personal - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'New tab and  ...  - Microsoft\u200b Edge\\'']['Hyperlink \\'Home -  ... Surname/home\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -4 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]","28","Go to the analytic tool","Event_287","sql/powerbi",""
27,"Recording_57","Process_23",1646018405,"4","Press button in window","Button 'New' in Window 'Home -  ...  - Microsoft​ Edge'","msedge","Home - Tableau Online and 1 more page - Personal - Microsoft​ Edge","[""UIAutomation.PressButton Button: appmask['Window \\'Home -  ...  - Microsoft\u200b Edge\\'']['Button \\'New\\'']\n""]","29","Conect data base to analytic tool","Event_288","sql/powerbi",""
28,"Recording_57","Process_23",1646018409,"8","Select menu option in window","Menu Item 'Published Data Source' in Window 'Home -  ...  - Microsoft​ Edge'","msedge","Home - Tableau Online and 1 more page - Personal - Microsoft​ Edge","[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Home -  ...  - Microsoft\u200b Edge\\'']['Menu Item \\'Published Data Source\\'']\n""]","30","Conect data base to analytic tool","Event_288","sql/powerbi",""
29,"Recording_57","Process_23",1646018417,"4","Press button in window","Button 'Connectors' in Window 'Edit | New  ...  - Microsoft​ Edge'","msedge","Edit | New Workbook and 2 more pages - Personal - Microsoft​ Edge","[""UIAutomation.PressButton Button: appmask['Window \\'Edit | New  ...  - Microsoft\u200b Edge\\'']['Button \\'Connectors\\'']\n""]","31","Conect data base to analytic tool","Event_288","sql/powerbi",""
30,"Recording_57","Process_23",1646018421,"20","Press button in window","Button 'Azure SQL Database' in Window 'Edit | New  ...  - Microsoft​ Edge'","msedge","Edit | New Workbook and 2 more pages - Personal - Microsoft​ Edge","[""UIAutomation.PressButton Button: appmask['Window \\'Edit | New  ...  - Microsoft\u200b Edge\\'']['Button \\'Azure SQL Database\\'']\n""]","32","Conect data base to analytic tool","Event_288","sql/powerbi",""
31,"Recording_57","Process_23",1646018441,"7","Populate text field in window","Edit 'Server' in Window 'Edit | New  ...  - Microsoft​ Edge'; Text:'testpowe.database.windows.net'","msedge","Edit | New Workbook and 2 more pages - Personal - Microsoft​ Edge","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Edit | New  ...  - Microsoft\u200b Edge\\'']['Edit \\'Server\\''] Text: 'testpowe.database.windows.net' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]","33","Conect data base to analytic tool","Event_288","sql/powerbi",""
32,"Recording_57","Process_23",1646018448,"5","Press button in window","Button 'Authentication Azure Active Directory via OAuth' in Window 'Edit | New  ...  - Microsoft​ Edge'","msedge","Edit | New Workbook and 2 more pages - Personal - Microsoft​ Edge","[""UIAutomation.PressButton Button: appmask['Window \\'Edit | New  ...  - Microsoft\u200b Edge\\'']['Button \\'Authentication Azure Active Directory via OAuth\\'']\n""]","34","Conect data base to analytic tool","Event_288","sql/powerbi",""
33,"Recording_57","Process_23",1646018453,"4","Click UI element in window","Group 'tab-clip' in Window 'Edit | New  ...  - Microsoft​ Edge'","msedge","Edit | New Workbook and 2 more pages - Personal - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'Edit | New  ...  - Microsoft\u200b Edge\\'']['Group \\'tab-clip\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 235 OffsetY: 7 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]","35","Conect data base to analytic tool","Event_288","sql/powerbi",""
34,"Recording_57","Process_23",1646018457,"5","Populate text field in window","Edit 'Username' in Window 'Edit | New  ...  - Microsoft​ Edge'; Text:'administartor'","msedge","Edit | New Workbook and 2 more pages - Personal - Microsoft​ Edge","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Edit | New  ...  - Microsoft\u200b Edge\\'']['Edit \\'Username\\''] Text: 'administartor' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]","36","Conect data base to analytic tool","Event_288","sql/powerbi",""
35,"Recording_57","Process_23",1646018462,"1","Click UI element in window","Edit 'Password' in Window 'Edit | New  ...  - Microsoft​ Edge'","msedge","Edit | New Workbook and 2 more pages - Personal - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'Edit | New  ...  - Microsoft\u200b Edge\\'']['Edit \\'Password\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 68 OffsetY: -5 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]","37","Conect data base to analytic tool","Event_288","sql/powerbi",""
36,"Recording_57","Process_23",1646018463,"11","Click UI element in window","List Item 'administartor' in Window 'Edit | New  ...  - Microsoft​ Edge'","msedge","Edit | New Workbook and 2 more pages - Personal - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'Edit | New  ...  - Microsoft\u200b Edge\\'']['List Item \\'administartor\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 90 OffsetY: -7 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]","38","Conect data base to analytic tool","Event_288","sql/powerbi",""
37,"Recording_57","Process_23",1646018474,"13","Press button in window","Button 'Sign In' in Window 'Edit | New  ...  - Microsoft​ Edge'","msedge","Edit | New Workbook and 2 more pages - Personal - Microsoft​ Edge","[""UIAutomation.PressButton Button: appmask['Window \\'Edit | New  ...  - Microsoft\u200b Edge\\'']['Button \\'Sign In\\'']\n""]","39","Conect data base to analytic tool","Event_288","sql/powerbi",""
38,"Recording_57","Process_23",1646018487,"4","Press button in window","Button 'Select Database' in Window 'Edit | New  ...  - Microsoft​ Edge'","msedge","Edit | New Workbook and 2 more pages - Personal - Microsoft​ Edge","[""UIAutomation.PressButton Button: appmask['Window \\'Edit | New  ...  - Microsoft\u200b Edge\\'']['Button \\'Select Database\\'']\n""]","40","Conect data base to analytic tool","Event_288","sql/powerbi",""
39,"Recording_57","Process_23",1646018491,"13","Click UI element in window","List Item 'sqlpowerbi' in Window 'Edit | New  ...  - Microsoft​ Edge'","msedge","Edit | New Workbook and 2 more pages - Personal - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'Edit | New  ...  - Microsoft\u200b Edge\\'']['List Item \\'sqlpowerbi\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 55 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]","41","Conect data base to analytic tool","Event_288","sql/powerbi",""
40,"Recording_57","Process_23",1646018504,"3","Click UI element in window","Group 'sqlpowerbi.V1_Sales data_xls' in Window 'Edit | New  ...  - Microsoft​ Edge'","msedge","Edit | New Workbook and 2 more pages - Personal - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'Edit | New  ...  - Microsoft\u200b Edge\\'']['Group \\'sqlpowerbi.V1_Sales data_xls\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -38 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]","42","Conect data base to analytic tool","Event_288","sql/powerbi",""
41,"Recording_57","Process_23",1646018507,"3","Drag and drop UI element in window","Button 'View data' in Window 'Edit | New  ...  - Microsoft​ Edge'","msedge","Edit | New Workbook and 2 more pages - Personal - Microsoft​ Edge","[""UIAutomation.DragAndDropElement MouseDownOffsetY: -2 MouseDownOffsetX: -5 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.MiddleRight ControlToDrag: appmask['Window \\'Edit | New  ...  - Microsoft\u200b Edge\\'']['Button \\'View data\\''] MouseUpOffsetY: 49 MouseUpOffsetX: -224 RectangleEdgePointForMouseUp: UIAutomation.RectangleEdgePoint.MiddleRight ControlToDropOver: appmask['Window \\'New tab and  ...  - Microsoft\u200b Edge\\'']['Pane \\'View\\''] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n""]","43","Conect data base to analytic tool","Event_288","sql/powerbi",""
42,"Recording_57","Process_23",1646018510,"17","Drag and drop UI element in window","Group 'sqlpowerbi.V1_Sales data_xls' in Window 'Edit | New  ...  - Microsoft​ Edge'","msedge","Edit | New Workbook and 2 more pages - Personal - Microsoft​ Edge","[""UIAutomation.DragAndDropElement MouseDownOffsetY: 1 MouseDownOffsetX: -61 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.MiddleRight ControlToDrag: appmask['Window \\'Edit | New  ...  - Microsoft\u200b Edge\\'']['Group \\'sqlpowerbi.V1_Sales data_xls\\''] MouseUpOffsetY: 61 MouseUpOffsetX: 0 RectangleEdgePointForMouseUp: UIAutomation.RectangleEdgePoint.MiddleRight ControlToDropOver: appmask['Window \\'New tab and  ...  - Microsoft\u200b Edge\\'']['Pane \\'View\\''] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n""]","44","Conect data base to analytic tool","Event_288","sql/powerbi",""
43,"Recording_57","Process_23",1646018527,"7","Press button in window","Button 'Update Now' in Window 'Edit | New  ...  - Microsoft​ Edge'","msedge","Edit | New Workbook and 2 more pages - Personal - Microsoft​ Edge","[""UIAutomation.PressButton Button: appmask['Window \\'Edit | New  ...  - Microsoft\u200b Edge\\'']['Button \\'Update Now\\'']\n""]","45","Conect data base to analytic tool","Event_288","sql/powerbi",""
44,"Recording_57","Process_23",1646018534,"5","Press button in window","Button 'Publish As...' in Window 'Edit | New  ...  - Microsoft​ Edge'","msedge","Edit | New Workbook and 2 more pages - Personal - Microsoft​ Edge","[""UIAutomation.PressButton Button: appmask['Window \\'Edit | New  ...  - Microsoft\u200b Edge\\'']['Button \\'Publish As...\\'']\n""]","46","Conect data base to analytic tool","Event_288","sql/powerbi",""
45,"Recording_57","Process_23",1646018539,"11","Press button in window","Button 'Cancel' in Window 'Edit | New  ...  - Microsoft​ Edge'","msedge","Edit | New Workbook and 2 more pages - Personal - Microsoft​ Edge","[""UIAutomation.PressButton Button: appmask['Window \\'Edit | New  ...  - Microsoft\u200b Edge\\'']['Button \\'Cancel\\'']\n""]","47","Conect data base to analytic tool","Event_288","sql/powerbi",""
46,"Recording_57","Process_23",1646018550,"5","Drag and drop UI element in window","Group 'tab-schema-field-label-area tabDropTarget' in Window 'Edit | New  ...  - Microsoft​ Edge'","msedge","Edit | New Workbook and 2 more pages - Personal - Microsoft​ Edge","[""UIAutomation.DragAndDropElement MouseDownOffsetY: -5 MouseDownOffsetX: -8 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.BottomCenter ControlToDrag: appmask['Window \\'Edit | New  ...  - Microsoft\u200b Edge\\'']['Group \\'tab-schema-field-label-area tabDropTarget\\''] MouseUpOffsetY: 94 MouseUpOffsetX: -197 RectangleEdgePointForMouseUp: UIAutomation.RectangleEdgePoint.BottomCenter ControlToDropOver: appmask['Window \\'New tab and  ...  - Microsoft\u200b Edge\\'']['Pane \\'View\\''] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n""]","48","Create a report of sales data","Event_289","sql/powerbi",""
47,"Recording_57","Process_23",1646018555,"6","Drag and drop UI element in window","Group 'tab-schema-field-label-area tabDropTarget' 2 in Window 'Edit | New  ...  - Microsoft​ Edge'","msedge","Edit | New Workbook and 2 more pages - Personal - Microsoft​ Edge","[""UIAutomation.DragAndDropElement MouseDownOffsetY: -1 MouseDownOffsetX: -13 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.MiddleCenter ControlToDrag: appmask['Window \\'Edit | New  ...  - Microsoft\u200b Edge\\'']['Group \\'tab-schema-field-label-area tabDropTarget\\' 2'] MouseUpOffsetY: 116 MouseUpOffsetX: -198 RectangleEdgePointForMouseUp: UIAutomation.RectangleEdgePoint.MiddleCenter ControlToDropOver: appmask['Window \\'New tab and  ...  - Microsoft\u200b Edge\\'']['Pane \\'View\\''] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n""]","49","Create a report of sales data","Event_289","sql/powerbi",""
48,"Recording_57","Process_23",1646018561,"7","Drag and drop UI element in window","Group 'tab-schema-field-label-area tabDropTarget' 3 in Window 'Edit | New  ...  - Microsoft​ Edge'","msedge","Edit | New Workbook and 2 more pages - Personal - Microsoft​ Edge","[""UIAutomation.DragAndDropElement MouseDownOffsetY: -5 MouseDownOffsetX: 3 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.BottomCenter ControlToDrag: appmask['Window \\'Edit | New  ...  - Microsoft\u200b Edge\\'']['Group \\'tab-schema-field-label-area tabDropTarget\\' 3'] MouseUpOffsetY: 114 MouseUpOffsetX: -55 RectangleEdgePointForMouseUp: UIAutomation.RectangleEdgePoint.BottomCenter ControlToDropOver: appmask['Window \\'New tab and  ...  - Microsoft\u200b Edge\\'']['Pane \\'View\\''] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n""]","50","Create a report of sales data","Event_289","sql/powerbi",""
49,"Recording_57","Process_23",1646018568,"10","Drag and drop UI element in window","Group 'tab-schema-field-label-area tabDropTarget' 4 in Window 'Edit | New  ...  - Microsoft​ Edge'","msedge","Edit | New Workbook and 2 more pages - Personal - Microsoft​ Edge","[""UIAutomation.DragAndDropElement MouseDownOffsetY: -3 MouseDownOffsetX: 8 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.MiddleCenter ControlToDrag: appmask['Window \\'Edit | New  ...  - Microsoft\u200b Edge\\'']['Group \\'tab-schema-field-label-area tabDropTarget\\' 4'] MouseUpOffsetY: 95 MouseUpOffsetX: -57 RectangleEdgePointForMouseUp: UIAutomation.RectangleEdgePoint.MiddleCenter ControlToDropOver: appmask['Window \\'New tab and  ...  - Microsoft\u200b Edge\\'']['Pane \\'View\\''] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n""]","52","Create a report of sales data","Event_289","sql/powerbi",""
50,"Recording_57","Process_23",1646018578,"6","Press button in window","Button 'Publish As...' in Window 'Edit | New  ...  - Microsoft​ Edge'","msedge","Edit | New Workbook and 2 more pages - Personal - Microsoft​ Edge","[""UIAutomation.PressButton Button: appmask['Window \\'Edit | New  ...  - Microsoft\u200b Edge\\'']['Button \\'Publish As...\\'']\n""]","53","Publish it","Event_290","sql/powerbi",""
51,"Recording_57","Process_23",1646018584,"3","Populate text field in window","Edit 'Name' in Window 'Edit | New  ...  - Microsoft​ Edge'; Text:'kp'","msedge","Edit | New Workbook and 2 more pages - Personal - Microsoft​ Edge","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Edit | New  ...  - Microsoft\u200b Edge\\'']['Edit \\'Name\\''] Text: 'kp' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]","54","Publish it","Event_290","sql/powerbi",""
52,"Recording_57","Process_23",1646018587,"6","Press button in window","Button 'Publish' in Window 'Edit | New  ...  - Microsoft​ Edge'","msedge","Edit | New Workbook and 2 more pages - Personal - Microsoft​ Edge","[""UIAutomation.PressButton Button: appmask['Window \\'Edit | New  ...  - Microsoft\u200b Edge\\'']['Button \\'Publish\\'']\n""]","55","Publish it","Event_290","sql/powerbi",""
53,"Recording_57","Process_23",1646018593,"","Press button in window","Button 'Close' in Window 'Edit | New  ...  - Microsoft​ Edge'","msedge","Edit | New Workbook and 2 more pages - Personal - Microsoft​ Edge","[""UIAutomation.PressButton Button: appmask['Window \\'Edit | New  ...  - Microsoft\u200b Edge\\'']['Button \\'Close\\'']\n"", '# End of autogenerated actions using the desktop recorder\n']","","Publish it","Event_290","sql/powerbi",""
