"StepId","RecordingId","ProcessId","TimeStamp","DurationSec","StepName","StepDescription","ApplicationProcessName","ApplicationParentWindowName","AutomationStep","NextStepId","label_EventName","label_EventId","Process_Name","Connectors"
15,"Recording_138","Process_26","2021-12-14T11:59:09",3,"Click UI element in window","Data Item 'December 16, 2021' in Pane 'Mail - Name ...  Chrome - Person 1'","chrome","Mail - NameSurname - Outlook - Google Chrome - Person 1","[""UIAutomation.Click Element: appmask['Pane \\'Mail - Name ...  Chrome - Person 1\\'']['Data Item \\'December 16, 2021\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -3 OffsetY: 3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",17,"Create and assign some tasks to your team members.","Event_633","approvals/planner","Planner"
16,"Recording_138","Process_26","2021-12-14T11:59:12",6,"Click UI element in window","Text 'Assign' in Pane 'Mail - Name ...  Chrome - Person 1'","chrome","Mail - NameSurname - Outlook - Google Chrome - Person 1","[""UIAutomation.Click Element: appmask['Pane \\'Mail - Name ...  Chrome - Person 1\\'']['Text \\'Assign\\''] ClickType: UIAutomation.ClickType.LeftButtonDown OffsetX: -2 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",18,"Create and assign some tasks to your team members.","Event_633","approvals/planner","Planner"
17,"Recording_138","Process_26","2021-12-14T11:59:18",12,"Press button in window","Button 'Name Surname' in Pane 'Mail - Name ...  Chrome - Person 1'","chrome","Mail - NameSurname - Outlook - Google Chrome - Person 1","[""UIAutomation.PressButton Button: appmask['Pane \\'Mail - Name ...  Chrome - Person 1\\'']['Button \\'Name Surname\\'']\n""]",19,"Create and assign some tasks to your team members.","Event_633","approvals/planner","Planner"
18,"Recording_138","Process_26","2021-12-14T11:59:30",8,"Drag and drop UI element in window","Text '' in Button 'Add task' in Pane 'Mail - Name ...  Chrome - Person 1'","chrome","Mail - NameSurname - Outlook - Google Chrome - Person 1","[""UIAutomation.DragAndDropElement MouseDownOffsetY: 0 MouseDownOffsetX: -88 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.MiddleRight ControlToDrag: appmask['Pane \\'Mail - Name ...  Chrome - Person 1\\'']['Button \\'Add task\\''] MouseUpOffsetY: -3 MouseUpOffsetX: 0 RectangleEdgePointForMouseUp: UIAutomation.RectangleEdgePoint.MiddleRight ControlToDropOver: appmask['Pane \\'Mail - Name ...  Chrome - Person 1\\'']['Text \\'\ue712\\''] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n""]",20,"Copy the plan link to send for approval","Event_634","approvals/planner","Planner"
19,"Recording_138","Process_26","2021-12-14T11:59:38",9,"Select menu option in window","Menu Item 'Copy link to plan' in Pane 'Mail - Name ...  Chrome - Person 1'","chrome","Mail - NameSurname - Outlook - Google Chrome - Person 1","[""UIAutomation.SelectMenuOption Control: appmask['Pane \\'Mail - Name ...  Chrome - Person 1\\'']['Menu Item \\'Copy link to plan\\'']\n""]",21,"Copy the plan link to send for approval","Event_634","approvals/planner","Planner"
20,"Recording_138","Process_26","2021-12-14T11:59:47",8,"Press button in window","Microsoft Teams - 1 running window in Quick Launch Bar","","","[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Microsoft Teams - 1 running window']\n""]",22,"Open application for approval","Event_635","approvals/planner","Approvals"
21,"Recording_138","Process_26","2021-12-14T11:59:55",12,"Click UI element in window","Button 'Approvals Toolbar' in Pane 'Approvals | Microsoft Teams, Main Window'","Teams","Approvals | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'Approvals | Microsoft Teams, Main Window\\'']['Button \\'Approvals Toolbar\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: -5 OffsetY: 16 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopCenter\n""]",23,"Open application for approval","Event_635","approvals/planner","Approvals"
22,"Recording_138","Process_26","2021-12-14T12:00:07",15,"Click UI element in window","Button 'New approval request' in Pane 'Approvals | Microsoft Teams, Main Window'","Teams","Approvals | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'Approvals | Microsoft Teams, Main Window\\'']['Button \\'New approval request\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: 37 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",24,"Request for approval by sharing link of plan.","Event_636","approvals/planner","Approvals"
23,"Recording_138","Process_26","2021-12-14T12:00:22",1,"Click UI element in window","Data Item 'Requested' in Pane 'Approvals | Microsoft Teams, Main Window'","Teams","Approvals | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'Approvals | Microsoft Teams, Main Window\\'']['Data Item \\'Requested\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: 11 OffsetY: 11 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]",25,"Request for approval by sharing link of plan.","Event_636","approvals/planner","Approvals"
24,"Recording_138","Process_26","2021-12-14T12:00:23",14,"Click UI element in window","Data Item 'Requested' in Pane 'Approvals | Microsoft Teams, Main Window'","Teams","Approvals | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'Approvals | Microsoft Teams, Main Window\\'']['Data Item \\'Requested\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: 11 OffsetY: 11 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]",26,"Request for approval by sharing link of plan.","Event_636","approvals/planner","Approvals"
25,"Recording_138","Process_26","2021-12-14T12:00:37",6,"Populate text field in window","Edit 'Name of request' in Pane 'Approvals | Microsoft Teams, Main Window'; Text:'Guideline sharing'","Teams","Approvals | Microsoft Teams, Main Window","[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'Approvals | Microsoft Teams, Main Window\\'']['Edit \\'Name of request\\''] Text: 'Guideline sharing' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",27,"Request for approval by sharing link of plan.","Event_636","approvals/planner","Approvals"
26,"Recording_138","Process_26","2021-12-14T12:00:43",8,"Send keys","TextToSend:'Name'","","","['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: 'Name'\n""]",28,"Request for approval by sharing link of plan.","Event_636","approvals/planner","Approvals"
27,"Recording_138","Process_26","2021-12-14T12:00:51",16,"Click UI element in window","List Item 'Name Surname Email@Domain' in Pane 'Approvals | Microsoft Teams, Main Window'","Teams","Approvals | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'Approvals | Microsoft Teams, Main Window\\'']['List Item \\'Name Surname Email@Domain\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 20 OffsetY: -9 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",29,"Request for approval by sharing link of plan.","Event_636","approvals/planner","Approvals"
28,"Recording_138","Process_26","2021-12-14T12:01:07",5,"Select menu option in window","Menu Item 'Add attachment' in Pane 'Approvals | Microsoft Teams, Main Window'","Teams","Approvals | Microsoft Teams, Main Window","[""UIAutomation.SelectMenuOption Control: appmask['Pane \\'Approvals | Microsoft Teams, Main Window\\'']['Menu Item \\'Add attachment\\'']\n""]",30,"Request for approval by sharing link of plan.","Event_636","approvals/planner","Approvals"
29,"Recording_138","Process_26","2021-12-14T12:01:12",3,"Click UI element in window","Group in Pane 'Approvals | Microsoft Teams, Main Window'","Teams","Approvals | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'Approvals | Microsoft Teams, Main Window\\'']['Group'] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: -35 OffsetY: -26 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomCenter\n""]",31,"Request for approval by sharing link of plan.","Event_636","approvals/planner","Approvals"
30,"Recording_138","Process_26","2021-12-14T12:01:15",4,"Populate text field in window","Edit 'Name to display' in Pane 'Approvals | Microsoft Teams, Main Window'; Text:'Plan'","Teams","Approvals | Microsoft Teams, Main Window","[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'Approvals | Microsoft Teams, Main Window\\'']['Edit \\'Name to display\\''] Text: 'Plan' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",32,"Request for approval by sharing link of plan.","Event_636","approvals/planner","Approvals"
31,"Recording_138","Process_26","2021-12-14T12:01:19",6,"Populate text field in window","Edit 'Address' in Pane 'Approvals | Microsoft Teams, Main Window'; Text:'https://tasks.office.com/Company.com/Home/PlanViews/HASHED_VALUE?Type=PlanLink&Channel=Link&CreatedTime=637750763787170000'","Teams","Approvals | Microsoft Teams, Main Window","[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'Approvals | Microsoft Teams, Main Window\\'']['Edit \\'Address\\''] Text: 'https://tasks.office.com/Company.com/Home/PlanViews/HASHED_VALUE?Type=PlanLink&Channel=Link&CreatedTime=637750763787170000' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",33,"Request for approval by sharing link of plan.","Event_636","approvals/planner","Approvals"
32,"Recording_138","Process_26","2021-12-14T12:01:25",4,"Click UI element in window","Button 'Attach' in Pane 'Approvals | Microsoft Teams, Main Window'","Teams","Approvals | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'Approvals | Microsoft Teams, Main Window\\'']['Button \\'Attach\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: 2 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",34,"Request for approval by sharing link of plan.","Event_636","approvals/planner","Approvals"
33,"Recording_138","Process_26","2021-12-14T12:01:29",NA,"Click UI element in window","Document 'Approvals' in Pane 'Approvals | Microsoft Teams, Main Window'","Teams","Approvals | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'Approvals | Microsoft Teams, Main Window\\'']['Document \\'Approvals\\''] ClickType: UIAutomation.ClickType.LeftButtonDown OffsetX: -416 OffsetY: -98 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomRight\n"", '# End of autogenerated actions using the desktop recorder\n']",NA,"Request for approval by sharing link of plan.","Event_636","approvals/planner","Approvals"
