"StepId","RecordingId","ProcessId","TimeStamp","DurationSec","StepName","StepDescription","ApplicationProcessName","ApplicationParentWindowName","AutomationStep","NextStepId","label_EventName","label_EventId","Process_Name","Connectors"
14,"Recording_157","Process_26",1639480305,"20","Click UI element in window","Button 'Not assigned, Open to assign users to this task' in Pane 'TalentHub 2.0 - Google Chrome - Person 1'","chrome","TalentHub 2.0 - Google Chrome - Person 1","[""UIAutomation.Click Element: appmask['Pane \\'TalentHub 2.0 - Google Chrome - Person 1\\'']['Button \\'Not assigned, Open to assign users to this task\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: 35 OffsetY: -5 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]","16","Create and assign some tasks to your team members","Event_714","approvals/planner","Planner"
15,"Recording_157","Process_26",1639480325,"3","Press button in window","Button 'Name Surname' in Pane 'TalentHub 2.0 - Google Chrome - Person 1'","chrome","TalentHub 2.0 - Google Chrome - Person 1","[""UIAutomation.PressButton Button: appmask['Pane \\'TalentHub 2.0 - Google Chrome - Person 1\\'']['Button \\'Name Surname\\'']\n""]","17","Create and assign some tasks to your team members","Event_714","approvals/planner","Planner"
16,"Recording_157","Process_26",1639480328,"5","Click UI element in window","Button 'Add task' in Pane 'TalentHub 2.0 - Google Chrome - Person 1'","chrome","TalentHub 2.0 - Google Chrome - Person 1","[""UIAutomation.Click Element: appmask['Pane \\'TalentHub 2.0 - Google Chrome - Person 1\\'']['Button \\'Add task\\''] ClickType: UIAutomation.ClickType.LeftButtonDown OffsetX: 28 OffsetY: 3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]","18","Create and assign some tasks to your team members","Event_714","approvals/planner","Planner"
17,"Recording_157","Process_26",1639480333,"28","Click UI element in window","Text '' in Pane 'TalentHub 2.0 - Google Chrome - Person 1'","chrome","TalentHub 2.0 - Google Chrome - Person 1","[""UIAutomation.Click Element: appmask['Pane \\'TalentHub 2.0 - Google Chrome - Person 1\\'']['Text \\'\ue712\\''] ClickType: UIAutomation.ClickType.RightButtonDown OffsetX: 5 OffsetY: 1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]","19","Copy the plan link to send for approval","Event_715","approvals/planner","Planner"
18,"Recording_157","Process_26",1639480361,"7","Get details of a UI element in window","Text '' in Pane 'TalentHub 2.0 - Google Chrome - Person 1'","chrome","TalentHub 2.0 - Google Chrome - Person 1","[""UIAutomation.GetElementDetails Element: appmask['Pane \\'TalentHub 2.0 - Google Chrome - Person 1\\'']['Text \\'\ue712\\''] AttributeName: 'owntext' AttributeValue=> AttributeValue\n""]","20","Copy the plan link to send for approval","Event_715","approvals/planner","Planner"
19,"Recording_157","Process_26",1639480368,"5","Drag and drop UI element in window","Menu Item 'Copy link to plan' in Text '' in Pane 'TalentHub 2.0 - Google Chrome - Person 1'","chrome","TalentHub 2.0 - Google Chrome - Person 1","[""UIAutomation.DragAndDropElement MouseDownOffsetY: 2 MouseDownOffsetX: -5 RectangleEdgePointForMouseDown: UIAutomation.RectangleEdgePoint.MiddleRight ControlToDrag: appmask['Pane \\'TalentHub 2.0 - Google Chrome - Person 1\\'']['Text \\'\ue712\\''] MouseUpOffsetY: 4 MouseUpOffsetX: -2 RectangleEdgePointForMouseUp: UIAutomation.RectangleEdgePoint.MiddleRight ControlToDropOver: appmask['Pane \\'TalentHub 2.0 - Google Chrome - Person 1\\'']['Menu Item \\'Copy link to plan\\''] ClickType: UIAutomation.DragAndDropClickType.LeftClick\n""]","21","Copy the plan link to send for approval","Event_715","approvals/planner","Planner"
20,"Recording_157","Process_26",1639480373,"14","Press button in window","Microsoft Teams - 1 running window in Quick Launch Bar","","","[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Microsoft Teams - 1 running window']\n""]","22","Open application for approval","Event_716","approvals/planner","Approvals"
21,"Recording_157","Process_26",1639480387,"6","Populate text field in window","Edit 'Search all apps' in Pane 'Apps | Microsoft Teams, Main Window'; Text:'approval'","Teams","Apps | Microsoft Teams, Main Window","[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'Apps | Microsoft Teams, Main Window\\'']['Edit \\'Search all apps\\''] Text: 'approval' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]","23","Open application for approval","Event_716","approvals/planner","Approvals"
22,"Recording_157","Process_26",1639480393,"5","Click UI element in window","Menu Item 'Approvals tile Microsoft Corporation' in Pane 'Apps | Microsoft Teams, Main Window'","Teams","Apps | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'Apps | Microsoft Teams, Main Window\\'']['Menu Item \\'Approvals tile Microsoft Corporation\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: 59 OffsetY: -6 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]","24","Open application for approval","Event_716","approvals/planner","Approvals"
23,"Recording_157","Process_26",1639480398,"11","Click UI element in window","Button 'Open' in Pane 'Apps | Microsoft Teams, Main Window'","Teams","Apps | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'Apps | Microsoft Teams, Main Window\\'']['Button \\'Open\\''] ClickType: UIAutomation.ClickType.LeftButtonDown OffsetX: 38 OffsetY: -6 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]","25","Open application for approval","Event_716","approvals/planner","Approvals"
24,"Recording_157","Process_26",1639480409,"7","Click UI element in window","Button 'New approval request' in Pane 'Apps | Microsoft Teams, Main Window'","Teams","Apps | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'Apps | Microsoft Teams, Main Window\\'']['Button \\'New approval request\\''] ClickType: UIAutomation.ClickType.LeftButtonDown OffsetX: 23 OffsetY: -7 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]","26","Request for approval by sharing link of plan","Event_717","approvals/planner","Approvals"
25,"Recording_157","Process_26",1639480416,"2","Click UI element in window","Data Item 'Qualification for bottom performers' in Pane 'Apps | Microsoft Teams, Main Window'","Teams","Apps | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'Apps | Microsoft Teams, Main Window\\'']['Data Item \\'Qualification for bottom performers\\''] ClickType: UIAutomation.ClickType.LeftButtonDown OffsetX: 78 OffsetY: -1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]","27","Request for approval by sharing link of plan","Event_717","approvals/planner","Approvals"
26,"Recording_157","Process_26",1639480418,"20","Click UI element in window","Data Item 'Qualification for bottom performers' in Pane 'Apps | Microsoft Teams, Main Window'","Teams","Apps | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'Apps | Microsoft Teams, Main Window\\'']['Data Item \\'Qualification for bottom performers\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 78 OffsetY: -1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]","28","Request for approval by sharing link of plan","Event_717","approvals/planner","Approvals"
27,"Recording_157","Process_26",1639480438,"11","Populate text field in window","Edit 'Name of request' in Pane 'Apps | Microsoft Teams, Main Window'; Text:'Guideline Training'","Teams","Apps | Microsoft Teams, Main Window","[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'Apps | Microsoft Teams, Main Window\\'']['Edit \\'Name of request\\''] Text: 'Guideline Training' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]","29","Request for approval by sharing link of plan","Event_717","approvals/planner","Approvals"
28,"Recording_157","Process_26",1639480449,"1","Click UI element in window","Data Item 'Business Trip' in Pane 'Apps | Microsoft Teams, Main Window'","Teams","Apps | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'Apps | Microsoft Teams, Main Window\\'']['Data Item \\'Business Trip\\''] ClickType: UIAutomation.ClickType.LeftButtonDown OffsetX: -44 OffsetY: -6 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]","30","Request for approval by sharing link of plan","Event_717","approvals/planner","Approvals"
29,"Recording_157","Process_26",1639480450,"9","Send keys","TextToSend:'Name'","","","['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: 'Name'\n""]","31","Request for approval by sharing link of plan","Event_717","approvals/planner","Approvals"
30,"Recording_157","Process_26",1639480459,"12","Click UI element in window","List Item 'Name Surname Email@Domain' in Pane 'Apps | Microsoft Teams, Main Window'","Teams","Apps | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'Apps | Microsoft Teams, Main Window\\'']['List Item \\'Name Surname Email@Domain\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 38 OffsetY: -16 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]","32","Request for approval by sharing link of plan","Event_717","approvals/planner","Approvals"
31,"Recording_157","Process_26",1639480471,"5","Click UI element in window","Menu Item 'Add attachment' in Pane 'Apps | Microsoft Teams, Main Window'","Teams","Apps | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'Apps | Microsoft Teams, Main Window\\'']['Menu Item \\'Add attachment\\''] ClickType: UIAutomation.ClickType.LeftButtonDown OffsetX: 20 OffsetY: -4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]","33","Request for approval by sharing link of plan","Event_717","approvals/planner","Approvals"
32,"Recording_157","Process_26",1639480476,"6","Click UI element in window","Group in Pane 'Apps | Microsoft Teams, Main Window'","Teams","Apps | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'Apps | Microsoft Teams, Main Window\\'']['Group'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 70 OffsetY: -22 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]","34","Request for approval by sharing link of plan","Event_717","approvals/planner","Approvals"
33,"Recording_157","Process_26",1639480482,"7","Populate text field in window","Edit 'Name to display' in Pane 'Apps | Microsoft Teams, Main Window'; Text:'Training'","Teams","Apps | Microsoft Teams, Main Window","[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'Apps | Microsoft Teams, Main Window\\'']['Edit \\'Name to display\\''] Text: 'Training' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]","35","Request for approval by sharing link of plan","Event_717","approvals/planner","Approvals"
34,"Recording_157","Process_26",1639480489,"5","Populate text field in window","Edit 'Address' in Pane 'Apps | Microsoft Teams, Main Window'; Text:'https://tasks.office.com/Company.com/Home/PlanViews/ENCODED_VALUE?Type=PlanLink&Channel=Link&CreatedTime=637750771682580000'","Teams","Apps | Microsoft Teams, Main Window","[""UIAutomation.PopulateTextField TextField: appmask['Pane \\'Apps | Microsoft Teams, Main Window\\'']['Edit \\'Address\\''] Text: 'https://tasks.office.com/Company.com/Home/PlanViews/ENCODED_VALUE?Type=PlanLink&Channel=Link&CreatedTime=637750771682580000' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]","36","Request for approval by sharing link of plan","Event_717","approvals/planner","Approvals"
35,"Recording_157","Process_26",1639480494,"6","Press button in window","Button 'Attach' in Pane 'Apps | Microsoft Teams, Main Window'","Teams","Apps | Microsoft Teams, Main Window","[""UIAutomation.PressButton Button: appmask['Pane \\'Apps | Microsoft Teams, Main Window\\'']['Button \\'Attach\\'']\n""]","37","Request for approval by sharing link of plan","Event_717","approvals/planner","Approvals"
36,"Recording_157","Process_26",1639480500,"","Click UI element in window","UI Custom 'Tab  ...  of app Approvals' in Pane 'Apps | Microsoft Teams, Main Window'","Teams","Apps | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'Apps | Microsoft Teams, Main Window\\'']['UI Custom \\'Tab  ...  of app Approvals\\''] ClickType: UIAutomation.ClickType.LeftButtonUp OffsetX: -425 OffsetY: -93 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomRight\n"", '# End of autogenerated actions using the desktop recorder\n']","","Request for approval by sharing link of plan","Event_717","approvals/planner","Approvals"
