"StepId","RecordingId","ProcessId","TimeStamp","DurationSec","StepName","StepDescription","ApplicationProcessName","ApplicationParentWindowName","AutomationStep","NextStepId","label_EventName","label_EventId","Process_Name","Connectors"
10,"Recording_108","Process_42",1645095483,"1","Click UI element in window","Edit 'Display name *' in Window 'Microsoft  ...  - Microsoft​ Edge' 3","msedge","Microsoft 365 admin center - Active users and 1 more page - [InPrivate] - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'Microsoft  ...  - Microsoft\u200b Edge\\' 3']['Edit \\'Display name *\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 124 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]","12","Add the new joinee","Event_504","Office365users/Microsoftforms","Office365users"
11,"Recording_108","Process_42",1645095484,"5","Click UI element in window","Edit 'Username *' in Window 'Microsoft  ...  - Microsoft​ Edge' 3","msedge","Microsoft 365 admin center - Active users and 1 more page - [InPrivate] - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'Microsoft  ...  - Microsoft\u200b Edge\\' 3']['Edit \\'Username *\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 48 OffsetY: -10 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]","13","Add the new joinee","Event_504","Office365users/Microsoftforms","Office365users"
12,"Recording_108","Process_42",1645095489,"9","Populate text field in window","Edit 'Username *' 2 in Window 'Microsoft  ...  - Microsoft​ Edge' 3; Text:'kurnat'","msedge","Microsoft 365 admin center - Active users and 1 more page - [InPrivate] - Microsoft​ Edge","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Microsoft  ...  - Microsoft\u200b Edge\\' 3']['Edit \\'Username *\\' 2'] Text: 'kurnat' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]","14","Add the new joinee","Event_504","Office365users/Microsoftforms","Office365users"
13,"Recording_108","Process_42",1645095498,"6","Press button in window","Button 'Next' in Window 'Microsoft  ...  - Microsoft​ Edge' 3","msedge","Microsoft 365 admin center - Active users and 1 more page - [InPrivate] - Microsoft​ Edge","[""UIAutomation.PressButton Button: appmask['Window \\'Microsoft  ...  - Microsoft\u200b Edge\\' 3']['Button \\'Next\\'']\n""]","15","Add the new joinee","Event_504","Office365users/Microsoftforms","Office365users"
14,"Recording_108","Process_42",1645095504,"4","Click UI element in window","Text 'ms-Checkbox-label label-984' in Window 'Microsoft  ...  - Microsoft​ Edge' 3","msedge","Microsoft 365 admin center - Active users and 1 more page - [InPrivate] - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'Microsoft  ...  - Microsoft\u200b Edge\\' 3']['Text \\'ms-Checkbox-label label-984\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 10 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]","16","Add the new joinee","Event_504","Office365users/Microsoftforms","Office365users"
15,"Recording_108","Process_42",1645095508,"3","Click UI element in window","Text 'ms-Checkbox-label label-984' 2 in Window 'Microsoft  ...  - Microsoft​ Edge' 3","msedge","Microsoft 365 admin center - Active users and 1 more page - [InPrivate] - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'Microsoft  ...  - Microsoft\u200b Edge\\' 3']['Text \\'ms-Checkbox-label label-984\\' 2'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 11 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]","17","Add the new joinee","Event_504","Office365users/Microsoftforms","Office365users"
16,"Recording_108","Process_42",1645095511,"7","Press button in window","Button 'Next' 2 in Window 'Microsoft  ...  - Microsoft​ Edge' 3","msedge","Microsoft 365 admin center - Active users and 1 more page - [InPrivate] - Microsoft​ Edge","[""UIAutomation.PressButton Button: appmask['Window \\'Microsoft  ...  - Microsoft\u200b Edge\\' 3']['Button \\'Next\\' 2']\n""]","18","Add the new joinee","Event_504","Office365users/Microsoftforms","Office365users"
17,"Recording_108","Process_42",1645095518,"3","Press button in window","Button 'expand Roles menu' in Window 'Microsoft  ...  - Microsoft​ Edge' 3","msedge","Microsoft 365 admin center - Active users and 1 more page - [InPrivate] - Microsoft​ Edge","[""UIAutomation.PressButton Button: appmask['Window \\'Microsoft  ...  - Microsoft\u200b Edge\\' 3']['Button \\'expand Roles menu\\'']\n""]","19","Add the new joinee","Event_504","Office365users/Microsoftforms","Office365users"
18,"Recording_108","Process_42",1645095521,"5","Click UI element in window","Text 'ms-ChoiceField-field is-checked field-961' in Window 'Microsoft  ...  - Microsoft​ Edge' 3","msedge","Microsoft 365 admin center - Active users and 1 more page - [InPrivate] - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'Microsoft  ...  - Microsoft\u200b Edge\\' 3']['Text \\'ms-ChoiceField-field is-checked field-961\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 11 OffsetY: -1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]","20","Add the new joinee","Event_504","Office365users/Microsoftforms","Office365users"
19,"Recording_108","Process_42",1645095526,"4","Press button in window","Button 'Next' 2 in Window 'Microsoft  ...  - Microsoft​ Edge' 3","msedge","Microsoft 365 admin center - Active users and 1 more page - [InPrivate] - Microsoft​ Edge","[""UIAutomation.PressButton Button: appmask['Window \\'Microsoft  ...  - Microsoft\u200b Edge\\' 3']['Button \\'Next\\' 2']\n""]","21","Add the new joinee","Event_504","Office365users/Microsoftforms","Office365users"
20,"Recording_108","Process_42",1645095530,"10","Press button in window","Button 'Finish adding' in Window 'Microsoft  ...  - Microsoft​ Edge' 3","msedge","Microsoft 365 admin center - Active users and 1 more page - [InPrivate] - Microsoft​ Edge","[""UIAutomation.PressButton Button: appmask['Window \\'Microsoft  ...  - Microsoft\u200b Edge\\' 3']['Button \\'Finish adding\\'']\n""]","23","Add the new joinee","Event_504","Office365users/Microsoftforms","Office365users"
21,"Recording_108","Process_42",1645095540,"7","Press button in window","Button 'New Tab' in Window 'Microsoft  ...  - Microsoft​ Edge' 3","msedge","Microsoft 365 admin center - Active users and 1 more page - [InPrivate] - Microsoft​ Edge","[""UIAutomation.PressButton Button: appmask['Window \\'Microsoft  ...  - Microsoft\u200b Edge\\' 3']['Button \\'New Tab\\'']\n""]","24","Login to the online form app","Event_505","Office365users/Microsoftforms","Microsoftforms"
22,"Recording_108","Process_42",1645095547,"1","Populate text field in window","Edit 'Address and search bar' in Window 'New tab and  ...  - Microsoft​ Edge' 2; Text:'microsoft form'","msedge","New tab and 2 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'New tab and  ...  - Microsoft\u200b Edge\\' 2']['Edit \\'Address and search bar\\''] Text: 'microsoft form' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]","25","Login to the online form app","Event_505","Office365users/Microsoftforms","Microsoftforms"
23,"Recording_108","Process_42",1645095548,"4","Send keys","TextToSend:'{Return}'","","","['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]","26","Login to the online form app","Event_505","Office365users/Microsoftforms","Microsoftforms"
24,"Recording_108","Process_42",1645095552,"11","Click UI element in window","Hyperlink 'Microsoft Forms' in Window 'microsoft  ...  - Microsoft​ Edge' 4","msedge","microsoft form - Search and 2 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'microsoft  ...  - Microsoft\u200b Edge\\' 4']['Hyperlink \\'Microsoft Forms\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -41 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]","27","Login to the online form app","Event_505","Office365users/Microsoftforms","Microsoftforms"
25,"Recording_108","Process_42",1645095563,"4","Click UI element in window","Hyperlink 'Open  ...  Has 0 responses.' in Window 'Microsoft  ...  - Microsoft​ Edge' 5","msedge","Microsoft Forms and 3 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'Microsoft  ...  - Microsoft\u200b Edge\\' 5']['Hyperlink \\'Open  ...  Has 0 responses.\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -83 OffsetY: -54 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomRight\n""]","28","Copy the link of survey form and share it to joinee","Event_506","Office365users/Microsoftforms","Microsoftforms"
26,"Recording_108","Process_42",1645095567,"7","Press button in window","Button 'Share' in Window 'Survey Form  ...  - Microsoft​ Edge'","msedge","Survey Form (Edit) Microsoft Forms and 3 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.PressButton Button: appmask['Window \\'Survey Form  ...  - Microsoft\u200b Edge\\'']['Button \\'Share\\'']\n""]","29","Copy the link of survey form and share it to joinee","Event_506","Office365users/Microsoftforms","Microsoftforms"
27,"Recording_108","Process_42",1645095574,"41","Select tab in window","Tab Item 'Email' in Window 'Survey Form  ...  - Microsoft​ Edge'","msedge","Survey Form (Edit) Microsoft Forms and 3 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.SelectTab Tab: appmask['Window \\'Survey Form  ...  - Microsoft\u200b Edge\\'']['Tab Item \\'Email\\'']\n""]","30","Copy the link of survey form and share it to joinee","Event_506","Office365users/Microsoftforms","Microsoftforms"
28,"Recording_108","Process_42",1645095615,"2","Populate text field in window","Edit 'To: ' in Window 'Inbox - Outlook ‎- Mail'; Text:'Email@Domain'","ApplicationFrameHost","Inbox - Outlook ‎- Mail","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Inbox - Outlook \u200e- Mail\\'']['Edit \\'To: \\''] Text: 'Email@Domain' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]","31","Copy the link of survey form and share it to joinee","Event_506","Office365users/Microsoftforms","Microsoftforms"
29,"Recording_108","Process_42",1645095617,"7","Click UI element in window","List Item 'Use this  ... rosoft.com' in Window 'Inbox - Outlook ‎- Mail'","ApplicationFrameHost","Inbox - Outlook ‎- Mail","[""UIAutomation.Click Element: appmask['Window \\'Inbox - Outlook \u200e- Mail\\'']['List Item \\'Use this  ... rosoft.com\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 39 OffsetY: 3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]","32","Copy the link of survey form and share it to joinee","Event_506","Office365users/Microsoftforms","Microsoftforms"
30,"Recording_108","Process_42",1645095624,"","Press button in window","Button 'Send' in Window 'Inbox - Outlook ‎- Mail'","ApplicationFrameHost","Inbox - Outlook ‎- Mail","[""UIAutomation.PressButton Button: appmask['Window \\'Inbox - Outlook \u200e- Mail\\'']['Button \\'Send\\'']\n"", '# End of autogenerated actions using the desktop recorder\n']","","Copy the link of survey form and share it to joinee","Event_506","Office365users/Microsoftforms","Microsoftforms"
