"StepId","RecordingId","ProcessId","TimeStamp","DurationSec","StepName","StepDescription","ApplicationProcessName","ApplicationParentWindowName","AutomationStep","NextStepId","label_EventName","label_EventId","Process_Name","Connectors"
10,"Recording_103","Process_40",1645088176,"2","Populate text field in window","Edit 'Search' 2 in Window 'Power BI and  ...  - Microsoft​ Edge'; Text:''","msedge","Power BI and 3 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Power BI and  ...  - Microsoft\u200b Edge\\'']['Edit \\'Search\\' 2'] Text: '' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]","12"," Find the scatter plot created in business analytic tool","Event_480","powerbi/outlook","Powerbi"
11,"Recording_103","Process_40",1645088178,"4","Click UI element in window","Edit 'Search' 2 in Window 'Power BI and  ...  - Microsoft​ Edge'","msedge","Power BI and 3 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'Power BI and  ...  - Microsoft\u200b Edge\\'']['Edit \\'Search\\' 2'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 7 OffsetY: 4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]","13"," Find the scatter plot created in business analytic tool","Event_480","powerbi/outlook","Powerbi"
12,"Recording_103","Process_40",1645088182,"10","Click UI element in window","List Item 'Projet Throughput_Jan' in Window 'Power BI and  ...  - Microsoft​ Edge'","msedge","Power BI and 3 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'Power BI and  ...  - Microsoft\u200b Edge\\'']['List Item \\'Projet Throughput_Jan\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 49 OffsetY: -17 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]","14"," Find the scatter plot created in business analytic tool","Event_480","powerbi/outlook","Powerbi"
13,"Recording_103","Process_40",1645088192,"3","Press button in window","Button 'File' in Window 'Projet  ...  - Microsoft​ Edge'","msedge","Projet Throughput_Jan - Power BI and 3 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.PressButton Button: appmask['Window \\'Projet  ...  - Microsoft\u200b Edge\\'']['Button \\'File\\'']\n""]","15","Save the scatter plot in pdf format","Event_481","powerbi/outlook","Powerbi"
14,"Recording_103","Process_40",1645088195,"5","Select menu option in window","Menu Item 'Print this page' in Window 'Projet  ...  - Microsoft​ Edge'","msedge","Projet Throughput_Jan - Power BI and 3 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Projet  ...  - Microsoft\u200b Edge\\'']['Menu Item \\'Print this page\\'']\n""]","16","Save the scatter plot in pdf format","Event_481","powerbi/outlook","Powerbi"
15,"Recording_103","Process_40",1645088200,"5","Press button in window","Button 'Print' in Window 'Projet  ...  - Microsoft​ Edge'","msedge","Projet Throughput_Jan - Power BI and 3 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.PressButton Button: appmask['Window \\'Projet  ...  - Microsoft\u200b Edge\\'']['Button \\'Print\\'']\n""]","17","Save the scatter plot in pdf format","Event_481","powerbi/outlook","Powerbi"
16,"Recording_103","Process_40",1645088205,"15","Click UI element in window","Tree Item 'Desktop' in Window 'Projet  ...  - Microsoft​ Edge'","msedge","Projet Throughput_Jan - Power BI and 3 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'Projet  ...  - Microsoft\u200b Edge\\'']['Tree Item \\'Desktop\\''] ClickType: UIAutomation.ClickType.LeftClick\n""]","18","Save the scatter plot in pdf format","Event_481","powerbi/outlook","Powerbi"
17,"Recording_103","Process_40",1645088220,"4","Populate text field in window","Edit 'File name:' in Window 'Projet  ...  - Microsoft​ Edge'; Text:'Project Throughput_Jan'","msedge","Projet Throughput_Jan - Power BI and 3 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Projet  ...  - Microsoft\u200b Edge\\'']['Edit \\'File name:\\''] Text: 'Project Throughput_Jan' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]","19","Save the scatter plot in pdf format","Event_481","powerbi/outlook","Powerbi"
18,"Recording_103","Process_40",1645088224,"5","Press button in window","Button 'Save' in Window 'Projet  ...  - Microsoft​ Edge'","msedge","Projet Throughput_Jan - Power BI and 3 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.PressButton Button: appmask['Window \\'Projet  ...  - Microsoft\u200b Edge\\'']['Button \\'Save\\'']\n""]","20","Save the scatter plot in pdf format","Event_481","powerbi/outlook","Powerbi"
19,"Recording_103","Process_40",1645088229,"5","Press button in window","Button 'New Tab' in Window 'Projet  ...  - Microsoft​ Edge'","msedge","Projet Throughput_Jan - Power BI and 3 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.PressButton Button: appmask['Window \\'Projet  ...  - Microsoft\u200b Edge\\'']['Button \\'New Tab\\'']\n""]","21","Login to Mailbox","Event_482","powerbi/outlook","Outlook"
20,"Recording_103","Process_40",1645088234,"1","Populate text field in window","Edit 'Address and search bar' in Window 'New tab and  ...  - Microsoft​ Edge' 2; Text:'yahoo mail'","msedge","New tab and 4 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'New tab and  ...  - Microsoft\u200b Edge\\' 2']['Edit \\'Address and search bar\\''] Text: 'yahoo mail' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]","22","Login to Mailbox","Event_482","powerbi/outlook","Outlook"
21,"Recording_103","Process_40",1645088235,"3","Send keys","TextToSend:'{Return}'","","","['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]","23","Login to Mailbox","Event_482","powerbi/outlook","Outlook"
22,"Recording_103","Process_40",1645088238,"6","Click UI element in window","Hyperlink 'Yahoo Mail' in Window 'yahoo mail -  ...  - Microsoft​ Edge'","msedge","yahoo mail - Search and 4 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'yahoo mail -  ...  - Microsoft\u200b Edge\\'']['Hyperlink \\'Yahoo Mail\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 3 OffsetY: -1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]","24","Login to Mailbox","Event_482","powerbi/outlook","Outlook"
23,"Recording_103","Process_40",1645088244,"2","Press button in window","Button 'Compose' in Window '(3 unread) -  ...  - Microsoft​ Edge'","msedge","(3 unread) - Email@Domain - Yahoo Mail and 5 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.PressButton Button: appmask['Window \\'(3 unread) -  ...  - Microsoft\u200b Edge\\'']['Button \\'Compose\\'']\n""]","25","Prepare a mai","Event_483","powerbi/outlook","Outlook"
24,"Recording_103","Process_40",1645088246,"1","Click UI element in window","Combo Box ' ...  D_X p_a L_0 B_0' in Window '(3 unread) -  ...  - Microsoft​ Edge'","msedge","(3 unread) - Email@Domain - Yahoo Mail and 5 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'(3 unread) -  ...  - Microsoft\u200b Edge\\'']['Combo Box \\' ...  D_X p_a L_0 B_0\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 49 OffsetY: -9 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]","26","Prepare a mai","Event_483","powerbi/outlook","Outlook"
25,"Recording_103","Process_40",1645088247,"39","Send keys","TextToSend:'Namedes{RShiftKey}(_)vd'","","","['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: 'Namedes{RShiftKey}(_)vd'\n""]","27","Prepare a mai","Event_483","powerbi/outlook","Outlook"
26,"Recording_103","Process_40",1645088286,"2","Populate text field in window","Edit 'Subject' in Window '(3 unread) -  ...  - Microsoft​ Edge'; Text:'Throughput of different project for january\'22'","msedge","(3 unread) - Email@Domain - Yahoo Mail and 5 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'(3 unread) -  ...  - Microsoft\u200b Edge\\'']['Edit \\'Subject\\''] Text: 'Throughput of different project for january\\'22' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]","28","Prepare a mai","Event_483","powerbi/outlook","Outlook"
27,"Recording_103","Process_40",1645088288,"4","Click UI element in window","Edit 'Message body' in Window '(3 unread) -  ...  - Microsoft​ Edge'","msedge","(3 unread) - Email@Domain - Yahoo Mail and 5 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'(3 unread) -  ...  - Microsoft\u200b Edge\\'']['Edit \\'Message body\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 40 OffsetY: 23 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]","29","Prepare a mai","Event_483","powerbi/outlook","Outlook"
28,"Recording_103","Process_40",1645088292,"0","Populate text field in window","Edit 'Message body' 2 in Window '(3 unread) -  ...  - Microsoft​ Edge'; Text:'Hello,'","msedge","(3 unread) - Email@Domain - Yahoo Mail and 5 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'(3 unread) -  ...  - Microsoft\u200b Edge\\'']['Edit \\'Message body\\' 2'] Text: 'Hello,' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n"", 'WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}{Return}'\n""]","30","Prepare a mai","Event_483","powerbi/outlook","Outlook"
29,"Recording_103","Process_40",1645088292,"3","Send keys","TextToSend:'{Return}{Return}'","","","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'(3 unread) -  ...  - Microsoft\u200b Edge\\'']['Edit \\'Message body\\' 2'] Text: 'Hello,' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n"", 'WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}{Return}'\n""]","31","Prepare a mai","Event_483","powerbi/outlook","Outlook"
30,"Recording_103","Process_40",1645088295,"4","Populate text field in window","Edit 'Message body' 2 in Window '(3 unread) -  ...  - Microsoft​ Edge'; Text:'''Hello,


PFA'''","msedge","(3 unread) - Email@Domain - Yahoo Mail and 5 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'(3 unread) -  ...  - Microsoft\u200b Edge\\'']['Edit \\'Message body\\' 2'] Text: '''Hello,\n"", '\n', '\n', ""PFA''' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]","32","Prepare a mai","Event_483","powerbi/outlook","Outlook"
31,"Recording_103","Process_40",1645088299,"2","Press button in window","Button 'Attach files' in Window '(3 unread) -  ...  - Microsoft​ Edge'","msedge","(3 unread) - Email@Domain - Yahoo Mail and 5 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.PressButton Button: appmask['Window \\'(3 unread) -  ...  - Microsoft\u200b Edge\\'']['Button \\'Attach files\\'']\n""]","33","Prepare a mai","Event_483","powerbi/outlook","Outlook"
32,"Recording_103","Process_40",1645088301,"3","Select menu option in window","Menu Item 'Attach files from computer' in Window '(3 unread) -  ...  - Microsoft​ Edge'","msedge","(3 unread) - Email@Domain - Yahoo Mail and 5 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.SelectMenuOption Control: appmask['Window \\'(3 unread) -  ...  - Microsoft\u200b Edge\\'']['Menu Item \\'Attach files from computer\\'']\n""]","34","Prepare a mai","Event_483","powerbi/outlook","Outlook"
33,"Recording_103","Process_40",1645088304,"6","Click UI element in window","Tree Item 'Desktop' in Window '(3 unread) -  ...  - Microsoft​ Edge'","msedge","(3 unread) - Email@Domain - Yahoo Mail and 5 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'(3 unread) -  ...  - Microsoft\u200b Edge\\'']['Tree Item \\'Desktop\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -13 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]","35","Prepare a mai","Event_483","powerbi/outlook","Outlook"
34,"Recording_103","Process_40",1645088310,"2","Click UI element in window","Edit 'Name' in Window '(3 unread) -  ...  - Microsoft​ Edge'","msedge","(3 unread) - Email@Domain - Yahoo Mail and 5 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.Click Element: appmask['Window \\'(3 unread) -  ...  - Microsoft\u200b Edge\\'']['Edit \\'Name\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 27 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]","36","Prepare a mai","Event_483","powerbi/outlook","Outlook"
35,"Recording_103","Process_40",1645088312,"5","Press button in window","Button 'Open' in Window '(3 unread) -  ...  - Microsoft​ Edge'","msedge","(3 unread) - Email@Domain - Yahoo Mail and 5 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.PressButton Button: appmask['Window \\'(3 unread) -  ...  - Microsoft\u200b Edge\\'']['Button \\'Open\\'']\n""]","37","Prepare a mai","Event_483","powerbi/outlook","Outlook"
36,"Recording_103","Process_40",1645088317,"","Press button in window","Button 'Send' in Window '(3 unread) -  ...  - Microsoft​ Edge'","msedge","(3 unread) - Email@Domain - Yahoo Mail and 5 more pages - [InPrivate] - Microsoft​ Edge","[""UIAutomation.PressButton Button: appmask['Window \\'(3 unread) -  ...  - Microsoft\u200b Edge\\'']['Button \\'Send\\'']\n"", '# End of autogenerated actions using the desktop recorder\n']","","Share scatter plot of speed to client","Event_484","powerbi/outlook","Outlook"
